Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE24,OUT019,384.0359
FDK50,OUT049,2647.4048
FDG31,OUT045,1040.7068
FDC60,OUT045,1518.5703
FDL36,OUT013,1429.8754
FDP21,OUT013,3177.0942
FDW16,OUT045,1442.7565
FDX02,OUT017,3768.6838
FDQ58,OUT027,4256.2085
FDT51,OUT046,1805.6478
FDD59,OUT049,1468.0132
NCM42,OUT018,1430.5624
FDA57,OUT018,545.5951
FDZ48,OUT035,2036.8899
FDE46,OUT045,2372.1997
NCZ30,OUT019,211.5249
FDB56,OUT017,3128.0461
FDA25,OUT027,2925.43
FDD20,OUT013,2165.5164
FDL25,OUT013,1440.2635
NCO18,OUT049,3019.553
FDJ45,OUT017,676.3991
FDR12,OUT035,3047.1462
NCF19,OUT010,90.00984
FDK25,OUT046,2612.6768
NCR17,OUT046,1836.1481
FDC52,OUT046,2374.34
NCA54,OUT017,3204.8691
FDR45,OUT010,728.8569
NCM19,OUT049,2076.7703
FDF39,OUT027,5311.094
FDX23,OUT049,1476.2473
FDD58,OUT027,2960.3308
FDX28,OUT013,1971.026
NCD31,OUT013,2576.433
FDU57,OUT018,2206.663
FDI27,OUT046,817.7602
NCM42,OUT046,1624.9648
FDD32,OUT027,2416.347
FDI34,OUT013,3885.6904
NCM29,OUT049,2730.037
FDG46,OUT018,1596.9103
DRC01,OUT010,117.445564
FDB15,OUT027,5647.3696
NCA17,OUT027,3687.1978
FDF10,OUT046,2383.331
FDR26,OUT027,4761.092
FDI02,OUT049,1814.328
NCM54,OUT010,260.8489
FDF14,OUT013,2416.9973
FDJ33,OUT010,191.15436
FDM20,OUT035,4160.163
FDC03,OUT027,5265.8716
NCX05,OUT046,2039.6904
NCM41,OUT027,2660.844
NCU29,OUT010,295.8357
FDQ59,OUT017,1328.5978
FDH46,OUT010,90.70419
FDH09,OUT013,775.84955
NCD06,OUT045,634.9605
FDC15,OUT035,2560.7542
DRD37,OUT027,955.7641
FDT28,OUT027,3392.7524
FDR28,OUT027,4106.2417
FDT38,OUT017,1376.9723
FDV34,OUT027,2204.0105
FDY52,OUT035,1025.5653
FDB34,OUT013,1379.2031
DRL23,OUT018,1539.4021
DRB24,OUT046,2359.2825
FDJ50,OUT046,1036.1089
FDQ49,OUT035,2862.7341
FDP20,OUT035,2058.0144
FDV19,OUT027,4205.6465
NCR54,OUT045,2813.8457
FDO09,OUT010,461.95798
FDS57,OUT018,1972.4194
FDN10,OUT049,1874.9285
FDV23,OUT049,2026.1698
FDY28,OUT049,3388.1965
DRG51,OUT013,2575.7642
FDD45,OUT019,121.2767
NCL18,OUT027,5357.7217
NCM29,OUT013,2074.5818
FDF17,OUT027,5090.881
FDE22,OUT017,2564.2024
FDQ22,OUT017,758.621
FDS01,OUT013,2963.9849
FDW35,OUT027,610.8555
FDJ33,OUT046,2094.943
NCF54,OUT035,3059.8462
FDE09,OUT013,1735.8369
NCE06,OUT045,2313.2346
DRH49,OUT049,1189.3707
FDY43,OUT045,2634.422
NCT05,OUT017,4028.5479
FDZ34,OUT045,2964.165
FDL38,OUT017,1552.819
FDZ31,OUT017,3257.0667
FDR14,OUT035,1084.6111
NCN54,OUT049,1490.378
NCC42,OUT027,3474.143
FDK08,OUT017,1691.7391
FDP59,OUT013,1483.6536
FDV22,OUT035,2870.2512
FDD33,OUT035,3686.6687
DRE60,OUT027,5453.2236
FDK52,OUT046,3667.2766
FDA02,OUT017,2479.4614
FDM56,OUT049,1791.0485
FDE57,OUT035,2177.297
FDM32,OUT045,1278.9479
NCQ30,OUT027,3196.3423
FDQ27,OUT027,2962.2112
FDT60,OUT027,3385.4138
FDU43,OUT049,3817.6304
NCO55,OUT035,1966.354
FDG02,OUT045,2771.682
FDJ28,OUT013,3191.6055
FDP40,OUT045,1673.5988
FDJ38,OUT045,3168.2385
NCC54,OUT017,3794.3215
NCZ41,OUT046,1906.7665
FDK38,OUT019,366.2205
FDU52,OUT013,2405.5024
FDC40,OUT046,1305.1954
NCR30,OUT017,1055.4844
NCN18,OUT017,1788.0791
FDB50,OUT035,1403.3026
FDG04,OUT013,3522.6672
FDR26,OUT035,2783.7688
NCT17,OUT018,2825.6604
FDX35,OUT027,5936.338
FDS12,OUT046,2082.4536
NCZ29,OUT027,3380.453
FDB38,OUT010,378.1064
FDP12,OUT013,588.78253
FDP22,OUT046,1214.0381
FDS26,OUT018,3614.0725
FDR52,OUT046,3160.4573
DRJ13,OUT046,2502.5483
FDU48,OUT027,3448.3262
FDE29,OUT035,1028.5505
NCT29,OUT049,2159.719
DRK37,OUT018,3353.6174
FDK55,OUT046,1274.5802
FDR07,OUT046,2748.5957
FDO21,OUT027,5149.4272
FDK46,OUT049,4083.923
FDB12,OUT045,1589.5573
FDT31,OUT027,4648.3867
FDJ33,OUT045,1935.6228
FDC26,OUT027,3010.4338
NCQ02,OUT045,2988.884
FDP08,OUT010,523.13306
FDB11,OUT027,5658.8325
FDV55,OUT013,2374.8574
FDW20,OUT049,1949.5331
NCJ18,OUT019,329.6716
FDC41,OUT018,1045.338
FDE14,OUT027,2926.5762
FDG35,OUT013,2754.3044
FDF45,OUT035,1103.9675
FDS19,OUT027,2456.69
FDS58,OUT019,407.7969
FDA26,OUT017,3720.2769
FDM32,OUT049,1397.3772
FDL45,OUT046,2047.2877
FDZ55,OUT049,2500.4956
FDY37,OUT049,2346.6123
FDO46,OUT046,2775.7607
FDQ60,OUT046,2010.158
FDA19,OUT018,1869.4136
FDL15,OUT046,2528.9744
FDM10,OUT018,3014.638
NCL05,OUT017,709.0619
DRK49,OUT010,123.49114
NCE18,OUT027,6193.874
FDG40,OUT049,815.84033
DRI59,OUT045,3639.008
FDK28,OUT035,4160.6855
NCD06,OUT019,72.17342
FDO11,OUT019,701.59424
FDK27,OUT046,1932.3632
FDT43,OUT027,1552.4589
FDD38,OUT018,1397.1067
FDA16,OUT049,3538.9927
FDL14,OUT027,4011.7085
NCM17,OUT049,890.3452
FDD20,OUT045,1971.7189
FDA40,OUT045,1305.2102
FDL43,OUT045,1205.6526
FDV15,OUT045,1675.5555
FDE52,OUT046,1490.6938
NCL17,OUT010,-13.153835
NCJ31,OUT045,3484.4348
FDR60,OUT045,1185.1329
NCA18,OUT035,1927.4186
FDS21,OUT027,2168.2273
FDW09,OUT035,1582.6836
FDL26,OUT035,2687.0874
FDS47,OUT018,1475.265
FDC39,OUT046,3093.9731
FDT51,OUT035,1876.1508
FDK40,OUT035,4251.9287
NCG19,OUT045,3613.5342
FDZ07,OUT046,1100.6581
FDF08,OUT027,2612.2854
FDO04,OUT013,893.4939
FDK41,OUT018,1195.4069
FDP15,OUT049,4308.515
NCD43,OUT018,1530.8364
NCP18,OUT013,2375.5798
FDZ51,OUT046,1698.7491
DRH13,OUT035,1642.2194
FDF38,OUT045,709.58984
NCI43,OUT045,671.6426
FDM38,OUT027,1516.8937
FDS03,OUT013,1241.6539
DRJ47,OUT017,3030.024
FDT50,OUT010,7.1325912
FDV02,OUT046,2991.0933
NCG18,OUT017,1848.6714
FDW52,OUT046,2617.879
FDS40,OUT035,631.6927
FDN31,OUT017,3025.3582
FDA37,OUT045,1792.9774
FDA15,OUT046,4246.819
FDL39,OUT046,2827.8652
FDJ53,OUT045,1846.9391
FDX22,OUT013,3909.5024
NCZ42,OUT045,3767.8303
FDD56,OUT027,4530.377
FDD40,OUT017,3336.48
FDS50,OUT013,3518.093
NCN14,OUT013,2986.842
FDT15,OUT013,3143.7476
NCS18,OUT027,2864.8242
NCO26,OUT010,260.45486
FDF58,OUT018,670.7222
NCB19,OUT013,1408.2266
FDH26,OUT017,2286.318
DRB24,OUT027,3667.5808
FDA49,OUT018,1116.2377
FDB32,OUT045,1428.8824
FDI36,OUT017,3328.5435
NCA17,OUT010,255.44055
FDH22,OUT013,1938.4384
NCM26,OUT018,2128.7085
FDT15,OUT027,5182.1875
FDB16,OUT018,1129.0543
NCP54,OUT027,3234.6316
FDJ36,OUT013,1721.4875
FDO28,OUT045,1735.199
FDU09,OUT013,862.5382
FDF29,OUT017,2171.0872
FDY08,OUT013,2086.1504
DRJ59,OUT018,566.15735
FDT23,OUT027,2603.274
FDU15,OUT018,584.98834
FDT47,OUT013,1797.064
FDI53,OUT019,438.1965
FDR59,OUT018,3504.8574
FDD53,OUT035,758.90796
FDY51,OUT017,3654.8667
FDT04,OUT049,819.59656
FDU51,OUT049,3205.0217
FDG14,OUT035,2690.799
NCU06,OUT045,3901.385
DRG25,OUT046,3015.5952
DRH49,OUT035,1390.1084
FDN15,OUT035,2264.672
FDL43,OUT018,988.60876
NCT18,OUT049,3327.3557
NCB31,OUT013,3911.8015
FDK57,OUT035,2076.8455
FDY04,OUT019,436.05777
NCP54,OUT046,1923.7415
FDF41,OUT013,3858.9048
FDM01,OUT045,1575.858
FDW03,OUT045,1619.1797
FDF28,OUT045,2002.7778
FDY37,OUT017,2377.6375
FDQ03,OUT017,3964.8801
FDP51,OUT027,3478.237
FDJ40,OUT017,1969.455
FDC32,OUT049,1412.0168
DRI49,OUT027,1810.7642
NCW54,OUT017,1021.75024
FDF09,OUT017,565.99646
FDP45,OUT018,3386.7256
DRJ23,OUT018,2794.0142
FDS59,OUT017,1924.1748
FDY08,OUT046,2010.5626
FDX16,OUT049,2660.518
FDY16,OUT018,2973.7236
FDK32,OUT035,2580.181
FDQ22,OUT013,656.0192
NCC31,OUT018,2223.3455
FDG58,OUT049,2555.6448
DRF48,OUT013,3026.0403
DRH36,OUT049,1215.4437
NCR30,OUT035,1255.3479
FDB03,OUT019,597.4392
FDZ28,OUT027,3550.2898
FDR35,OUT017,3318.554
DRD15,OUT027,5690.3667
FDJ33,OUT019,375.4069
FDA56,OUT010,59.03196
FDP56,OUT046,781.4857
NCT30,OUT046,820.5121
FDK15,OUT017,1707.2515
FDH44,OUT018,2140.441
FDV01,OUT013,2487.9768
DRG03,OUT017,2511.9446
FDG50,OUT027,2769.7441
FDR16,OUT010,778.6914
FDZ60,OUT046,1428.0938
DRG03,OUT045,2403.3088
FDS56,OUT018,3483.949
FDU33,OUT045,824.7949
DRD27,OUT035,1751.1207
FDW22,OUT046,3608.8455
DRA24,OUT045,2586.4558
FDF38,OUT049,796.35504
FDX48,OUT013,2439.716
FDS58,OUT018,2340.1963
FDC32,OUT046,1376.5886
NCQ29,OUT045,3541.827
DRK39,OUT018,1062.3931
NCS38,OUT017,1890.6576
DRO47,OUT013,1875.8666
DRG27,OUT027,871.7454
FDC57,OUT027,5193.419
FDS55,OUT046,2558.2942
NCJ06,OUT018,1741.568
FDO01,OUT019,301.87006
NCM55,OUT045,2931.9854
FDC52,OUT049,2396.7449
FDQ15,OUT045,1066.8873
NCT30,OUT027,1553.2264
NCR42,OUT027,1191.7808
FDD28,OUT035,1031.5823
FDQ34,OUT049,1714.6234
FDZ12,OUT027,3538.999
DRE13,OUT019,117.24266
NCN07,OUT019,309.65097
FDM28,OUT035,3073.577
FDI10,OUT017,3035.798
FDQ25,OUT013,2656.1184
FDA38,OUT010,641.68256
DRI13,OUT049,3544.5671
FDY20,OUT027,2863.4546
NCZ53,OUT035,3340.0298
NCM31,OUT013,2471.4395
DRB01,OUT017,3139.4639
DRF37,OUT046,3773.0156
NCF42,OUT049,2970.0698
FDF16,OUT018,2291.1738
FDB41,OUT013,925.6969
FDR34,OUT013,4134.429
FDR15,OUT018,2082.325
NCV42,OUT019,167.3298
FDW51,OUT035,3628.7705
FDU36,OUT017,1469.6193
FDX60,OUT049,1365.9528
FDY03,OUT035,2051.4536
FDW55,OUT045,4203.2793
FDT01,OUT010,672.4909
FDG58,OUT013,2479.4387
FDK21,OUT017,4049.4248
NCS41,OUT019,492.62552
FDS10,OUT045,2964.599
NCT53,OUT046,2574.7898
FDJ28,OUT018,2885.3577
FDX44,OUT045,1224.506
FDT20,OUT018,513.0383
FDO44,OUT017,1696.1583
NCX17,OUT049,4130.3647
FDY01,OUT017,2159.839
FDJ12,OUT027,5630.132
DRK35,OUT018,355.17926
FDD47,OUT019,455.12903
NCM53,OUT035,1819.8748
FDO45,OUT013,1463.1519
NCM42,OUT010,311.83575
FDE04,OUT046,2843.197
NCI30,OUT027,5874.4424
FDZ19,OUT013,2818.6953
FDW57,OUT013,3041.0503
FDA25,OUT013,1663.2467
FDT22,OUT046,961.6474
FDP51,OUT013,1987.2688
FDD48,OUT027,3110.347
FDY39,OUT035,3495.5828
FDO48,OUT010,861.12494
FDD23,OUT027,4479.556
DRN35,OUT027,1008.18317
FDT01,OUT035,3567.1013
FDC20,OUT010,176.0801
DRJ35,OUT035,1194.356
FDB32,OUT046,1644.0234
FDL24,OUT046,2941.6926
NCV42,OUT035,1917.9806
FDZ46,OUT046,1806.5238
FDC15,OUT013,2424.5847
FDD08,OUT019,-67.45548
FDY50,OUT049,1349.4891
FDD36,OUT013,2182.5144
FDG57,OUT027,1559.1392
FDL21,OUT018,459.4867
FDN16,OUT027,2924.516
FDJ09,OUT027,877.7221
FDS01,OUT010,527.3383
FDV33,OUT017,4160.2646
DRE12,OUT017,1813.0471
FDR07,OUT013,2395.812
FDP48,OUT010,647.5038
NCB55,OUT035,1104.3174
FDQ08,OUT013,1027.3677
FDR34,OUT035,4272.6997
FDO33,OUT046,1932.0024
FDP13,OUT045,741.8373
FDX12,OUT049,3956.478
NCT06,OUT049,2987.0447
FDR16,OUT019,510.15887
FDE36,OUT046,3049.2004
FDZ36,OUT049,3177.264
FDV13,OUT045,1417.6804
NCZ17,OUT035,865.9231
FDU56,OUT045,3082.226
FDM09,OUT035,2935.977
FDV02,OUT017,3015.8035
FDS34,OUT018,1451.451
FDA11,OUT049,1595.1776
FDP09,OUT017,3856.5437
FDB29,OUT027,3223.5376
FDT19,OUT017,3080.2688
DRH15,OUT017,819.9598
FDY38,OUT046,3592.8843
FDF14,OUT027,3797.0881
FDN48,OUT010,252.05434
FDQ12,OUT013,3910.3264
NCJ43,OUT045,2823.756
FDE17,OUT019,320.56226
FDB05,OUT035,4158.6284
FDH10,OUT045,2236.8145
NCR06,OUT017,817.44934
FDU32,OUT018,1656.7152
FDD56,OUT049,2936.7158
FDO36,OUT018,2488.5327
FDH16,OUT010,109.48209
FDX10,OUT018,485.4158
FDZ37,OUT017,1796.0585
FDU31,OUT010,660.1304
DRC49,OUT049,2235.4526
FDL15,OUT045,2327.671
FDN32,OUT019,618.0473
DRH59,OUT027,1980.1035
NCU29,OUT049,2677.6895
FDR37,OUT019,598.38715
FDS14,OUT018,2305.4927
FDU02,OUT027,5661.856
FDJ08,OUT035,3163.2517
NCZ06,OUT045,3533.5212
FDO31,OUT049,1380.9589
FDH31,OUT018,1477.1786
FDS58,OUT017,2762.7532
NCA53,OUT027,1574.8055
FDF50,OUT046,2943.814
NCW42,OUT049,3871.1743
NCQ17,OUT045,2487.7212
FDK51,OUT018,4054.8484
NCW41,OUT010,603.74713
NCR29,OUT017,901.00653
FDB08,OUT019,389.2258
FDA40,OUT027,2581.8403
FDL14,OUT018,2228.4414
FDB47,OUT046,3533.7766
FDO03,OUT035,4129.504
DRK13,OUT019,595.37933
FDX13,OUT010,665.9666
FDF52,OUT046,3144.9065
FDT11,OUT013,3101.1611
FDB08,OUT013,2494.3142
FDQ28,OUT018,2191.3315
FDD29,OUT045,4143.7437
NCQ29,OUT027,5566.8677
NCO02,OUT013,1026.2709
FDR56,OUT010,652.44147
NCM54,OUT049,2245.447
FDP51,OUT035,2016.2137
FDT38,OUT013,1200.5315
FDZ20,OUT018,3352.8665
FDJ53,OUT013,2014.6422
FDX13,OUT049,4122.149
FDP58,OUT035,3456.6064
NCK31,OUT019,9.221458
FDA35,OUT018,1888.2137
FDV37,OUT018,2922.7053
NCO07,OUT027,4430.7686
FDA20,OUT045,3015.168
FDZ59,OUT035,2729.8584
NCY17,OUT017,720.19366
FDQ28,OUT035,2714.0928
FDV35,OUT017,2524.2512
FDQ36,OUT013,580.37103
FDD34,OUT018,2373.087
FDK51,OUT045,4301.8115
FDV31,OUT035,2703.8809
FDR04,OUT035,1878.6953
FDR14,OUT049,990.99976
DRC36,OUT010,559.53094
FDE39,OUT019,227.51022
FDP57,OUT049,1617.2128
FDE57,OUT046,2124.0447
NCN18,OUT046,1727.7178
NCQ05,OUT018,2222.6233
FDW47,OUT035,2056.8633
FDV46,OUT035,2135.699
NCP29,OUT045,1054.2305
FDE09,OUT018,1659.4733
NCU06,OUT027,6312.298
FDT19,OUT010,606.97675
DRF15,OUT017,2661.4138
DRI51,OUT013,2793.9285
NCX54,OUT013,1655.0459
DRE01,OUT013,3716.8818
NCB07,OUT045,2815.5696
FDU50,OUT035,2029.9612
FDG40,OUT035,914.2301
FDW10,OUT018,2134.8586
FDX51,OUT013,3312.2273
NCP17,OUT045,1034.3401
FDP21,OUT035,2956.023
FDL04,OUT045,1483.4137
FDV23,OUT013,1970.7495
FDF24,OUT046,1301.4528
FDH56,OUT027,3200.1665
FDB51,OUT049,1020.6617
FDI58,OUT027,2821.6362
FDR20,OUT013,772.25305
FDC51,OUT018,1580.3868
FDB16,OUT027,2593.287
FDE40,OUT049,961.5177
NCM17,OUT035,849.38525
FDU56,OUT035,3264.6685
FDS32,OUT019,317.3437
FDX02,OUT049,3699.3916
FDT39,OUT027,3476.8862
FDE35,OUT017,935.16016
NCI42,OUT019,751.10834
DRL23,OUT046,1443.5139
FDA10,OUT046,2011.7693
FDA11,OUT013,1497.3923
NCM06,OUT046,2615.7002
NCT05,OUT035,4188.961
NCQ02,OUT010,542.4239
NCY06,OUT049,2244.7864
FDY56,OUT035,3822.3071
FDL02,OUT035,1818.7576
NCI06,OUT035,2899.7063
FDQ14,OUT045,2237.1223
FDQ12,OUT017,4052.9626
FDP36,OUT046,1007.6804
FDK21,OUT027,6137.1587
FDO40,OUT045,2434.4595
NCK54,OUT019,306.83597
FDY09,OUT018,2556.8484
NCW30,OUT049,4135.955
NCC55,OUT027,1082.3643
FDE58,OUT018,1629.2032
FDR39,OUT013,3114.5374
FDU28,OUT049,3043.7546
FDH08,OUT017,3952.9602
FDG35,OUT045,2477.092
FDG22,OUT049,837.06696
FDC34,OUT035,2786.9155
FDP15,OUT018,3561.9177
FDK34,OUT010,728.06604
FDU45,OUT035,2050.6367
FDQ04,OUT027,1073.44
FDX22,OUT018,3484.013
FDB45,OUT017,1409.9543
NCH43,OUT027,5020.2544
DRE60,OUT046,3764.2502
FDD17,OUT027,6211.8286
NCM54,OUT017,2144.119
NCH55,OUT013,1957.113
NCT06,OUT017,2626.4026
FDA48,OUT027,5203.1035
FDY58,OUT027,6176.9375
FDO25,OUT045,3449.2793
FDN50,OUT045,1597.6782
FDH35,OUT035,2621.4937
FDK09,OUT045,3679.289
FDO16,OUT013,1594.6984
FDW11,OUT045,1126.001
FDU47,OUT027,3523.4568
NCQ42,OUT010,119.09601
FDK55,OUT027,2869.7202
FDN08,OUT049,1979.1361
FDT57,OUT045,3860.956
FDJ12,OUT018,3243.4578
DRL59,OUT017,1000.79767
NCN53,OUT046,763.2769
FDO51,OUT010,4.644776
FDK56,OUT017,3069.3047
FDY12,OUT035,913.9882
FDU15,OUT035,981.01117
FDQ19,OUT046,3542.7966
DRF15,OUT045,2468.402
DRE25,OUT019,187.4894
FDK57,OUT018,1683.6178
FDD33,OUT010,589.0876
FDR34,OUT027,6305.882
FDU04,OUT045,2126.429
FDE35,OUT019,33.318153
NCD31,OUT035,3152.1494
FDJ56,OUT035,1719.3585
NCU53,OUT046,2443.781
FDD39,OUT035,3641.98
NCU17,OUT019,168.62335
FDJ20,OUT046,2097.0635
NCW41,OUT018,2511.1455
FDL52,OUT035,814.6882
FDS39,OUT035,2555.9612
DRJ47,OUT045,2714.0432
FDP13,OUT010,42.441345
DRK39,OUT010,62.43071
FDF28,OUT010,282.14706
FDB09,OUT045,1831.6503
FDM51,OUT046,1575.1235
DRM49,OUT018,459.84586
DRF23,OUT013,2534.1313
DRH01,OUT035,3009.65
FDH12,OUT027,3129.1243
FDA28,OUT019,317.45117
FDW37,OUT018,1236.2456
FDF02,OUT046,1622.426
DRL37,OUT046,641.89526
NCF43,OUT046,2249.1912
FDH08,OUT010,673.82874
FDR34,OUT019,827.67926
NCK19,OUT049,3631.814
NCD55,OUT018,531.8819
FDT27,OUT049,3615.4841
FDQ57,OUT045,2321.767
FDA47,OUT035,2790.3054
DRG15,OUT027,1945.7601
FDE05,OUT018,2025.0425
FDN46,OUT046,1989.0734
FDX27,OUT027,2612.4834
FDT51,OUT045,1676.6405
FDU33,OUT013,718.28864
FDJ16,OUT027,1788.136
FDD20,OUT019,266.0652
FDT36,OUT049,723.49036
DRF15,OUT027,3639.9487
FDN52,OUT010,39.261665
FDC22,OUT027,5114.362
FDX15,OUT045,2652.3376
FDT13,OUT013,3268.878
FDU04,OUT017,2320.7449
FDU31,OUT019,569.28595
FDW59,OUT027,2722.6162
NCO29,OUT046,2389.478
FDL15,OUT035,2519.8513
FDI41,OUT049,2543.838
FDQ48,OUT049,1750.3944
DRI39,OUT013,1174.6742
FDI08,OUT013,4142.5776
FDC21,OUT049,2239.0552
FDF58,OUT035,1170.4238
FDS08,OUT010,417.97
FDE47,OUT045,1960.6052
NCP18,OUT019,342.0497
NCR41,OUT013,1526.0564
FDA27,OUT013,4025.522
FDA43,OUT035,3329.7092
FDA49,OUT045,1217.7594
NCE55,OUT018,2422.8975
DRM49,OUT027,1140.8187
FDF22,OUT027,4971.6807
FDQ15,OUT018,1088.0681
NCS54,OUT017,2920.174
NCY05,OUT013,632.32214
FDR45,OUT046,3902.212
FDK57,OUT049,2059.0193
FDF41,OUT010,582.5132
FDV21,OUT046,1967.3029
FDD51,OUT046,885.73975
FDF33,OUT046,1813.2903
FDA38,OUT046,3834.0269
FDR56,OUT045,2957.4475
NCN41,OUT017,2082.7136
FDC60,OUT027,2498.5166
FDB47,OUT045,3420.5376
DRH01,OUT013,3016.2993
FDW08,OUT046,1709.874
FDF38,OUT027,1179.3591
FDY32,OUT017,2604.9744
FDG34,OUT049,1726.2229
FDG47,OUT019,575.4328
NCF18,OUT035,3069.047
FDL39,OUT019,483.48303
NCH55,OUT035,2232.3074
DRJ35,OUT049,1032.8943
FDS44,OUT035,4180.729
DRE01,OUT018,3321.0967
FDY39,OUT013,3246.2258
FDY32,OUT018,2370.42
FDR33,OUT027,3180.251
NCP50,OUT049,1493.4807
FDZ47,OUT018,1314.5883
FDU57,OUT049,2504.7046
FDY44,OUT013,3183.4624
DRH59,OUT018,948.88934
FDB03,OUT027,6119.358
FDY46,OUT045,3025.4348
FDM39,OUT045,2557.3848
FDY36,OUT035,1265.113
NCM55,OUT035,3283.9111
FDJ50,OUT010,157.59294
DRL60,OUT013,2310.1519
NCJ54,OUT049,3807.7776
FDX59,OUT017,685.15137
FDI07,OUT013,3188.7336
DRF51,OUT010,30.56162
FDM14,OUT017,1760.7625
FDP21,OUT045,3143.8167
FDE40,OUT035,1134.2384
FDE05,OUT035,2602.6833
FDM13,OUT027,3451.9688
FDC34,OUT027,4012.2686
NCI55,OUT018,1815.0261
NCE43,OUT018,2274.235
FDW58,OUT018,1733.3767
FDG60,OUT045,3918.459
FDV31,OUT017,2764.2144
FDR47,OUT013,3340.7004
FDM60,OUT019,-5.5221367
NCF06,OUT018,3297.7224
NCN26,OUT027,2973.105
FDQ59,OUT049,1428.602
FDF09,OUT046,610.04846
NCS06,OUT017,3972.0095
FDT44,OUT046,1762.1351
FDI19,OUT017,3953.375
FDT22,OUT017,1091.509
NCF54,OUT027,4242.206
DRG25,OUT045,3221.252
FDB59,OUT017,3276.9622
FDQ37,OUT017,3180.7983
FDP56,OUT035,909.31165
FDW44,OUT035,3077.69
FDJ26,OUT010,682.52405
FDU43,OUT018,3262.3372
FDW33,OUT045,1408.8545
NCX53,OUT027,3773.743
FDN56,OUT010,337.83813
DRF15,OUT049,2432.5037
FDO33,OUT017,1988.637
FDZ39,OUT010,170.73364
NCJ19,OUT017,946.76086
FDU01,OUT035,3468.531
FDT12,OUT035,3843.9194
NCM18,OUT018,860.2021
FDP19,OUT017,2199.159
NCR42,OUT049,823.3602
FDN10,OUT046,1884.983
FDG44,OUT017,822.50055
FDQ10,OUT046,2824.9482
DRH13,OUT049,1586.4033
FDT52,OUT013,3903.061
FDM56,OUT045,1754.9233
NCO43,OUT010,385.47
NCV29,OUT035,3041.3872
NCF06,OUT013,4069.691
FDO50,OUT035,1646.1152
FDT59,OUT013,4154.1416
FDX40,OUT027,1080.0928
FDE50,OUT017,3350.6382
FDX51,OUT017,3383.0693
NCD30,OUT018,1352.7914
FDK15,OUT013,1859.1642
FDL12,OUT045,939.86816
FDK46,OUT017,3940.0618
DRH49,OUT010,12.19442
FDQ57,OUT046,2482.3074
FDY59,OUT017,1462.8176
FDO09,OUT018,3399.0117
NCG30,OUT035,2398.1462
FDM09,OUT017,2750.082
NCN17,OUT027,2752.4675
NCS42,OUT013,1346.7124
FDD02,OUT019,220.51347
FDE34,OUT013,3343.8206
FDU38,OUT045,3056.5857
FDB33,OUT046,2757.4175
NCJ29,OUT017,1417.908
FDZ27,OUT035,1065.0586
FDI40,OUT013,1492.6667
FDG22,OUT013,697.1349
FDT51,OUT017,1854.1583
FDF20,OUT018,2892.6494
FDV50,OUT035,1998.1968
FDT02,OUT049,771.48236
DRC49,OUT017,2486.4744
FDF26,OUT049,2417.1438
FDV52,OUT035,2056.556
FDX59,OUT049,706.2249
FDV25,OUT035,3875.1174
FDW23,OUT027,1620.5638
FDE53,OUT018,1357.1771
FDA19,OUT017,1992.8053
FDH22,OUT046,2039.4962
NCO41,OUT013,1583.724
FDX12,OUT017,4044.1616
FDF17,OUT013,3098.345
FDS11,OUT045,3695.1147
FDR51,OUT035,2527.3474
FDT49,OUT010,174.6811
FDC56,OUT013,2013.4675
FDR13,OUT027,3104.1196
FDQ60,OUT035,2143.4949
FDN38,OUT049,4068.3647
NCL29,OUT013,2526.974
FDO13,OUT027,4203.0615
FDE26,OUT018,2181.475
FDA31,OUT010,473.09946
FDX14,OUT035,1337.5579
FDA34,OUT045,2858.7822
FDF26,OUT013,2468.885
FDE38,OUT045,2452.973
DRI11,OUT046,1765.99
FDQ60,OUT027,2932.2434
FDL21,OUT027,829.45325
DRC12,OUT027,4953.466
FDC47,OUT046,3727.161
FDE57,OUT045,1985.298
FDT14,OUT045,1982.7692
NCZ53,OUT046,2923.5696
FDE28,OUT018,3301.1667
FDR19,OUT035,2985.3862
NCF54,OUT019,562.56244
FDZ08,OUT046,1287.6315
NCJ05,OUT018,2152.5688
FDF59,OUT046,2065.416
NCO05,OUT035,1870.6339
FDW24,OUT018,624.2635
NCX42,OUT018,2068.93
NCA53,OUT035,964.0396
FDI45,OUT019,542.6772
FDG46,OUT046,2081.5457
FDM20,OUT010,662.40375
FDW11,OUT010,44.964523
FDX08,OUT035,3293.6477
NCK17,OUT035,821.4366
FDK32,OUT018,2163.967
NCA42,OUT035,2699.2502
DRI01,OUT035,3022.843
NCL55,OUT049,4261.371
DRE25,OUT018,1224.1644
FDD14,OUT017,3100.2048
FDB10,OUT046,3717.8066
DRN11,OUT035,2417.213
FDP38,OUT018,547.1941
NCA30,OUT017,3008.7007
FDT15,OUT017,3049.3867
NCP55,OUT018,761.02783
FDF12,OUT035,2435.0168
FDM21,OUT018,3689.5154
FDX56,OUT035,3703.099
FDF10,OUT017,2754.25
FDT32,OUT045,3017.1536
FDM51,OUT018,1368.2916
NCR50,OUT018,2268.698
FDI19,OUT049,3897.3176
FDX21,OUT017,1645.6865
FDR31,OUT035,2759.734
FDY02,OUT013,4009.7615
NCA29,OUT045,2748.3677
NCX17,OUT046,2628.9414
FDM12,OUT045,3080.3616
FDI53,OUT027,3982.173
NCU30,OUT049,2863.4548
FDC56,OUT027,3265.8958
